Word,Documents
burguês,"[(38, 5)]"
golpes,"[(38, 2)]"
diferenciação,"[(38, 1)]"
misturar,"[(38, 1)]"
regimes,"[(38, 1)]"
urss,"[(38, 1), (66, 1)]"
latino,"[(38, 1)]"
justificar,"[(38, 1), (51, 1), (54, 1)]"
aprofundar,"[(38, 2), (66, 1)]"
caça,"[(38, 1)]"
postos,"[(38, 3)]"
desenvolvendo,"[(38, 1)]"
leitura,"[(38, 2), (66, 1)]"
essência,"[(38, 1)]"
ocorrendo,"[(38, 1), (66, 1)]"
fascismo,"[(38, 1), (49, 1)]"
relacionada,"[(38, 1)]"
desenvolve,"[(38, 1)]"
assume,"[(38, 1), (60, 1)]"
capitalismo,"[(38, 9)]"
dependente,"[(38, 3)]"
particular,"[(38, 1)]"
exaustivamente,"[(38, 1)]"
prima,"[(38, 1)]"
burguesa,"[(38, 1)]"
elementos,"[(38, 4)]"
manifestação,"[(38, 1), (42, 1)]"
especificidades,"[(38, 1)]"
caracteriza,"[(38, 1)]"
autocrático,"[(38, 1)]"
periferia,"[(38, 1)]"
lemos,"[(38, 1)]"
falando,"[(38, 1)]"
vivendo,"[(38, 1), (59, 2), (63, 1)]"
roupagens,"[(38, 1)]"
perceber,"[(38, 1)]"
estrutural,"[(38, 1)]"
determinante,"[(38, 1)]"
contemporâneo,"[(38, 1)]"
vivemos,"[(38, 2)]"
nenhuma,"[(38, 1), (53, 1), (58, 1), (74, 1)]"
receita,"[(38, 1)]"
pronta,"[(38, 1)]"
buscamos,"[(38, 1)]"
visualizar,"[(38, 1)]"
funcionalidade,"[(38, 1)]"
reprodução,"[(38, 1)]"
vivíamos,"[(38, 1)]"
monopolista,"[(38, 1)]"
reconfiguração,"[(38, 3)]"
crises,"[(38, 1)]"
desemboca,"[(38, 2)]"
padrão,"[(38, 2)]"
acumulação,"[(38, 1)]"
riqueza,"[(38, 1)]"
concentração,"[(38, 1), (73, 2)]"
centralização,"[(38, 1)]"
posta,"[(38, 1)]"
perdidos,"[(38, 1)]"
neoliberal,"[(38, 1), (59, 1)]"
questionamento,"[(38, 1)]"
dominação,"[(38, 1)]"
dominância,"[(38, 1)]"
esfera,"[(38, 1)]"
capitais,"[(38, 1), (73, 1)]"
fictícios,"[(38, 1)]"
aprofunda,"[(38, 2)]"
contradição,"[(38, 1)]"
envolve,"[(38, 1)]"
expropria,"[(38, 1)]"
naturais,"[(38, 1)]"
vivas,"[(38, 1)]"
capacidade,"[(38, 2)]"
perante,"[(38, 1), (70, 1)]"
estouro,"[(38, 1)]"
bolha,"[(38, 1)]"
manifesta,"[(38, 1)]"
rapidamente,"[(38, 1)]"
globalizado,"[(38, 1)]"
atenção,"[(38, 1)]"
estrangeiro,"[(38, 1)]"
oligopólios,"[(38, 1)]"
reconfigurando,"[(38, 2)]"
desconfigurando,"[(38, 1)]"
noção,"[(38, 1), (43, 1)]"
vemos,"[(38, 1)]"
particularmente,"[(38, 1)]"
extremamente,"[(38, 1)]"
autoritários,"[(38, 1)]"
conservadores,"[(38, 1)]"
roupagem,"[(38, 1)]"
ultraliberal,"[(38, 1)]"
propõe,"[(38, 1)]"
sistemática,"[(38, 2)]"
atuais,"[(38, 1)]"
necessários,"[(38, 1), (39, 1)]"
acrescentam,"[(38, 1)]"
valorosas,"[(38, 1)]"
dilemas,"[(38, 1)]"
viemos,"[(38, 1)]"
porquê,"[(38, 1)]"
alienação,"[(38, 1)]"
metade,"[(39, 1), (64, 1)]"
educadores,"[(39, 1)]"
músicos,"[(39, 1)]"
coordenadores,"[(39, 1)]"
polos,"[(39, 2)]"
guri,"[(39, 2)]"
programas,"[(39, 1)]"
socioculturais,"[(39, 1)]"
prévio,"[(39, 1)]"
demitidos,"[(39, 1)]"
ensinam,"[(39, 1), (49, 1)]"
música,"[(39, 1), (43, 1), (44, 3)]"
carentes,"[(39, 1)]"
avisos,"[(39, 1)]"
empregadas,"[(39, 1)]"
doria,"[(39, 1)]"
cortou,"[(39, 1)]"
cultura,"[(39, 1), (59, 1)]"
criativa,"[(39, 1)]"
revertida,"[(39, 1)]"
abertas,"[(39, 1)]"
atividades,"[(39, 1), (73, 1)]"
encerradas,"[(39, 1)]"
funcionamento,"[(39, 1)]"
metas,"[(39, 1)]"
buscar,"[(39, 1)]"
eficiência,"[(39, 1)]"
eficácia,"[(39, 1)]"
reuniões,"[(39, 1), (67, 1)]"
individuais,"[(39, 1)]"
gestoras,"[(39, 1)]"
definir,"[(39, 1), (55, 1)]"
prioridades,"[(39, 1)]"
ajustes,"[(39, 1)]"
imperativo,"[(39, 1)]"
orçamentária,"[(39, 1)]"
atriz,"[(40, 1), (47, 1)]"
produtora,"[(40, 1)]"
paula,"[(40, 1), (43, 1)]"
lavigne,"[(40, 1), (43, 1)]"
ofensiva,"[(40, 1), (49, 1)]"
artes,"[(40, 1)]"
liderado,"[(40, 1)]"
inaugurar,"[(40, 1)]"
distribuir,"[(40, 1), (70, 1)]"
textos,"[(40, 1)]"
show,"[(42, 1), (44, 3)]"
lollapalooza,"[(42, 1)]"
caetano,"[(42, 1), (43, 3)]"
repúdio,"[(42, 1)]"
menções,"[(42, 1)]"
apresentação,"[(42, 1), (73, 2)]"
artista,"[(42, 1), (47, 1)]"
estendeu,"[(42, 1)]"
dizeres,"[(42, 1)]"
aplaudiu,"[(42, 1)]"
gritou,"[(42, 1)]"
nana,"[(43, 2)]"
caymmi,"[(43, 1)]"
atacou,"[(43, 1)]"
colegas,"[(43, 1), (59, 1)]"
chico,"[(43, 2), (44, 2)]"
buarque,"[(43, 2), (44, 2)]"
gilberto,"[(43, 2), (44, 2), (74, 1)]"
votado,"[(43, 1)]"
turno,"[(43, 1)]"
injusto,"[(43, 1)]"
dar,"[(43, 2), (59, 2)]"
fodido,"[(43, 1)]"
esfaqueado,"[(43, 1)]"
correndo,"[(43, 1), (59, 1)]"
mutreta,"[(43, 1)]"
pmdb,"[(43, 1)]"
garantia,"[(43, 1)]"
dizer,"[(43, 1), (63, 1), (67, 1)]"
chupador,"[(43, 1)]"
pau,"[(43, 1)]"
companhia,"[(43, 1), (61, 1)]"
importo,"[(43, 1)]"
adora,"[(43, 2)]"
aparecer,"[(43, 2)]"
maluco,"[(43, 1), (66, 1)]"
pudesse,"[(43, 1)]"
dormia,"[(43, 1)]"
palco,"[(43, 1), (73, 1)]"
cansado,"[(43, 1)]"
cantando,"[(43, 1), (56, 1)]"
séculos,"[(43, 1), (62, 1)]"
gritos,"[(43, 1)]"
grita,"[(43, 2)]"
nasceu,"[(43, 1)]"
pernas,"[(43, 1)]"
dona,"[(43, 1)]"
can,"[(43, 1)]"
furioso,"[(43, 1)]"
página,"[(44, 1)]"
redes,"[(44, 1), (50, 1), (59, 3), (69, 1)]"
revela,"[(44, 1)]"
imposta,"[(44, 1)]"
cálice,"[(44, 2)]"
hashtag,"[(44, 1)]"
ditaduranuncamais,"[(44, 1)]"
lembrou,"[(44, 1), (45, 1), (50, 1), (59, 1), (66, 1), (70, 1)]"
orientação,"[(44, 1)]"
fizessem,"[(44, 1)]"
comemoração,"[(44, 1)]"
proibida,"[(44, 1)]"
gravada,"[(44, 1)]"
cantada,"[(44, 1)]"
desafiou,"[(44, 1)]"
cantou,"[(44, 1)]"
politécnica,"[(44, 1)]"
homenagem,"[(44, 1)]"
estudante,"[(44, 1)]"
geologia,"[(44, 1)]"
alexandre,"[(44, 1), (61, 2), (66, 1)]"
vanucchi,"[(44, 1)]"
leme,"[(44, 1)]"
minhoca,"[(44, 1)]"
morto,"[(44, 1)]"
phono,"[(44, 1)]"
promovido,"[(44, 1)]"
polygram,"[(44, 1)]"
microfones,"[(44, 1)]"
desligados,"[(44, 1)]"
iriam,"[(44, 1)]"
cantar,"[(44, 1)]"
criar,"[(44, 1), (61, 1), (62, 1)]"
canção,"[(44, 1)]"
emblemática,"[(44, 1)]"
retrata,"[(44, 1)]"
silenciamento,"[(44, 1)]"
mortes,"[(44, 1)]"
ocorridas,"[(44, 1)]"
post,"[(45, 1), (58, 1)]"
criticou,"[(45, 1), (49, 1), (58, 1), (62, 1), (71, 1)]"
incentivar,"[(45, 1)]"
comemorações,"[(45, 1)]"
relacionadas,"[(45, 1)]"
instaurou,"[(45, 1)]"
durou,"[(45, 1)]"
sofreu,"[(45, 1)]"
escritor,"[(45, 2), (54, 1)]"
vasculhado,"[(45, 1)]"
ouvido,"[(45, 1)]"
liberado,"[(45, 1)]"
sequestrado,"[(45, 1)]"
colocado,"[(45, 1)]"
finalmente,"[(45, 1)]"
solto,"[(45, 1)]"
evitaram,"[(45, 1)]"
completo,"[(45, 1)]"
regina,"[(47, 2)]"
duarte,"[(47, 1)]"
processada,"[(47, 2)]"
prefeitura,"[(47, 1)]"
ilhabela,"[(47, 1)]"
iptu,"[(47, 1)]"
fatura,"[(47, 1)]"
desfez,"[(47, 1)]"
advocacia,"[(48, 1), (61, 2)]"
agu,"[(48, 4), (61, 3)]"
parecer,"[(48, 2), (61, 3)]"
defende,"[(48, 1), (51, 1)]"
anulação,"[(48, 1)]"
lava,"[(48, 2), (50, 1), (59, 1), (60, 1), (61, 2), (63, 2)]"
jato,"[(48, 2), (50, 1), (59, 1), (60, 1), (61, 2), (63, 3)]"
gerir,"[(48, 1)]"
suspenso,"[(48, 1)]"
atendendo,"[(48, 1), (55, 1)]"
procuradoria,"[(48, 1), (61, 1)]"
cúpula,"[(48, 1), (67, 1)]"
revertidos,"[(48, 1)]"
integralidade,"[(48, 1), (61, 1)]"
descobertas,"[(48, 1)]"
poderiam,"[(48, 1)]"
competia,"[(48, 1)]"
controladoria,"[(48, 1), (61, 1)]"
invectiva,"[(48, 1)]"
fere,"[(48, 1)]"
desrespeita,"[(48, 1)]"
natural,"[(48, 1)]"
ínsita,"[(48, 1)]"
públicos,"[(48, 1)]"
constitucionais,"[(48, 1)]"
referentes,"[(48, 1)]"
receitas,"[(48, 1)]"
despesas,"[(48, 1)]"
públicas,"[(48, 1)]"
plexo,"[(48, 1)]"
atribuições,"[(48, 1)]"
conferidas,"[(48, 1)]"
moldes,"[(48, 1)]"
definidos,"[(48, 1)]"
competência,"[(48, 1), (61, 1), (65, 1)]"
fiscalizar,"[(48, 1), (65, 1)]"
partidos,"[(49, 2), (59, 1), (66, 1), (67, 1)]"
tradicionais,"[(49, 1)]"
hitler,"[(49, 1), (52, 5)]"
atacam,"[(49, 1)]"
entrevistas,"[(49, 1)]"
matéria,"[(49, 1), (55, 1), (56, 1)]"
deputada,"[(49, 1), (58, 1), (65, 1)]"
spd,"[(49, 1)]"
yasmin,"[(49, 1)]"
fahimi,"[(49, 1)]"
nazistas,"[(49, 4), (52, 1)]"
usaram,"[(49, 1)]"
máscara,"[(49, 1)]"
fahmi,"[(49, 1)]"
alemão,"[(49, 1)]"
usando,"[(49, 1), (70, 1)]"
mentiras,"[(49, 1)]"
ridicularização,"[(49, 1)]"
vítimas,"[(49, 2), (62, 1)]"
mortas,"[(49, 1)]"
mortos,"[(49, 2), (54, 2), (62, 1)]"
demagogos,"[(49, 1)]"
desumana,"[(49, 1)]"
deprecia,"[(49, 1)]"
lutou,"[(49, 1)]"
igualdade,"[(49, 1)]"
oposto,"[(49, 1)]"
heinz,"[(49, 1)]"
bierbaum,"[(49, 1)]"
die,"[(49, 1)]"
linke,"[(49, 1)]"
desprezando,"[(49, 1)]"
conquistas,"[(49, 1)]"
direito,"[(49, 1), (51, 2), (57, 1), (63, 1), (73, 1)]"
ataca,"[(49, 1)]"
lgbt,"[(49, 1)]"
povos,"[(49, 1), (62, 2)]"
minorias,"[(49, 1)]"
ódio,"[(49, 1), (52, 1), (59, 1), (69, 1)]"
ameaças,"[(49, 1), (59, 2), (70, 1)]"
racismo,"[(49, 1)]"
intolerância,"[(49, 1)]"
origem,"[(49, 2), (52, 1)]"
distorção,"[(49, 1)]"
dúvida,"[(49, 1)]"
prisioneiros,"[(49, 1)]"
soviéticos,"[(49, 1)]"
morreram,"[(49, 1)]"
prisões,"[(49, 1), (70, 1)]"
insistiu,"[(49, 1)]"
lembrando,"[(49, 1)]"
anticomunista,"[(49, 1)]"
perfil,"[(50, 2), (60, 2)]"
verificada,"[(50, 1)]"
rede,"[(50, 1), (60, 1), (66, 1)]"
poucas,"[(50, 1)]"
provar,"[(50, 7)]"
internautas,"[(50, 1), (60, 1)]"
postando,"[(50, 2)]"
foto,"[(50, 2), (59, 1), (66, 1)]"
calendário,"[(50, 2)]"
datando,"[(50, 1)]"
provando,"[(50, 1)]"
inusitado,"[(50, 3)]"
viralizou,"[(50, 1)]"
tacla,"[(50, 1)]"
duran,"[(50, 1)]"
odecrecht,"[(50, 1)]"
indevidos,"[(50, 1)]"
favorecer,"[(50, 1)]"
delatores,"[(50, 1)]"
humorista,"[(50, 1)]"
adnet,"[(50, 1)]"
imitou,"[(50, 1)]"
aberto,"[(50, 1)]"
vim,"[(50, 2)]"
ironizou,"[(50, 1)]"
pimenta,"[(50, 1), (62, 2), (70, 2)]"
provas,"[(50, 1), (73, 1)]"
telegrama,"[(51, 3)]"
unidas,"[(51, 1), (70, 1)]"
onu,"[(51, 2)]"
visavam,"[(51, 1)]"
afastar,"[(51, 1)]"
reparação,"[(51, 1), (70, 1)]"
garantias,"[(51, 1), (70, 1)]"
repetição,"[(51, 1), (70, 1)]"
fabian,"[(51, 1)]"
salvioli,"[(51, 3), (70, 1)]"
qualificou,"[(51, 1)]"
determinando,"[(51, 1)]"
comemorada,"[(51, 1)]"
imoral,"[(51, 2)]"
inadmissível,"[(51, 2)]"
considerou,"[(51, 1)]"
fundamento,"[(51, 1)]"
procedimentos,"[(51, 1)]"
deliberações,"[(51, 1)]"
pensamento,"[(51, 1)]"
saúda,"[(51, 1)]"
ocorridos,"[(51, 1)]"
intensa,"[(51, 1)]"
mobilização,"[(51, 1), (56, 1)]"
goulart,"[(51, 1), (56, 1), (70, 1)]"
maioria,"[(51, 2), (56, 1)]"
convencido,"[(51, 1)]"
perspectiva,"[(51, 1)]"
trecho,"[(51, 1)]"
bbc,"[(51, 1)]"
reafirmou,"[(51, 1), (55, 1)]"
ocasiões,"[(51, 1)]"
legítimo,"[(51, 1)]"
judiciário,"[(51, 1), (70, 1)]"
agências,"[(51, 1)]"
agitação,"[(51, 1)]"
afirmava,"[(51, 1)]"
revisar,"[(51, 1)]"
relevar,"[(51, 1)]"
graves,"[(51, 1)]"
rejeitadas,"[(51, 1)]"
trouxe,"[(51, 1)]"
tamanho,"[(51, 1)]"
sofrimento,"[(51, 1)]"
baseada,"[(51, 1)]"
tais,"[(51, 1)]"
horrendos,"[(51, 1)]"
esquecidos,"[(51, 1)]"
distorcidos,"[(51, 1)]"
deixados,"[(51, 1)]"
impunes,"[(51, 1)]"
adolf,"[(52, 1)]"
seguidores,"[(52, 1)]"
gargalhavam,"[(52, 1)]"
confundidos,"[(52, 1)]"
vermelhos,"[(52, 2)]"
disputaram,"[(52, 1)]"
porrada,"[(52, 1)]"
turbulentos,"[(52, 1)]"
antecederam,"[(52, 1)]"
reich,"[(52, 1)]"
intercept,"[(52, 1)]"
evidencia,"[(52, 1)]"
afirmações,"[(52, 1)]"
bolsonarismo,"[(52, 1)]"
provocaram,"[(52, 1)]"
gargalhadas,"[(52, 2)]"
luta,"[(52, 2), (66, 2)]"
misto,"[(52, 1)]"
autobiografia,"[(52, 1)]"
lançado,"[(52, 1)]"
consolidada,"[(52, 1)]"
citando,"[(52, 1)]"
capítulo,"[(52, 1)]"
confundido,"[(52, 1)]"
burgueses,"[(52, 3)]"
ficavam,"[(52, 1)]"
chocados,"[(52, 1)]"
recorrido,"[(52, 1)]"
simbólica,"[(52, 1)]"
vermelha,"[(52, 2)]"
bolchevismo,"[(52, 1)]"
boas,"[(52, 1)]"
demos,"[(52, 1)]"
idiotas,"[(52, 1)]"
poltrões,"[(52, 1)]"
decifrarem,"[(52, 1)]"
enigma,"[(52, 1)]"
finalidade,"[(52, 1)]"
escolhida,"[(52, 1)]"
reflexão,"[(52, 1)]"
exata,"[(52, 1)]"
profunda,"[(52, 1), (59, 1)]"
fito,"[(52, 1)]"
excitar,"[(52, 1)]"
revoltá,"[(52, 1)]"
induzi,"[(52, 1)]"
frequentar,"[(52, 1)]"
assembleias,"[(52, 1)]"
alcolumbre,"[(53, 6)]"
dem,"[(53, 1), (65, 1), (67, 2)]"
milhão,"[(53, 1)]"
multas,"[(53, 4)]"
ambientais,"[(53, 1)]"
ibama,"[(53, 5)]"
últimas,"[(53, 1), (63, 1)]"
autuações,"[(53, 2)]"
empresário,"[(53, 2)]"
salomão,"[(53, 4)]"
júnior,"[(53, 2)]"
primo,"[(53, 2)]"
senador,"[(53, 2)]"
somam,"[(53, 1)]"
suplente,"[(53, 1)]"
gilvam,"[(53, 1)]"
borges,"[(53, 1), (73, 1)]"
mdb,"[(53, 1), (64, 3), (67, 1), (69, 1)]"
autuado,"[(53, 1)]"
regeneração,"[(53, 1)]"
hectares,"[(53, 1)]"
amapá,"[(53, 2)]"
descumprindo,"[(53, 1)]"
firmado,"[(53, 1), (61, 1)]"
fiscalização,"[(53, 3)]"
ligadas,"[(53, 1)]"
cia,"[(53, 1)]"
ltda,"[(53, 1)]"
pierre,"[(53, 1)]"
tio,"[(53, 1)]"
soma,"[(53, 1)]"
autuação,"[(53, 2)]"
primos,"[(53, 1)]"
assessoria,"[(53, 1)]"
positiva,"[(53, 1), (60, 2)]"
punir,"[(53, 1)]"
infringir,"[(53, 1)]"
constantes,"[(53, 1)]"
ambiental,"[(53, 2)]"
extinta,"[(53, 2)]"
multado,"[(53, 1)]"
pesca,"[(53, 1)]"
servidor,"[(53, 1)]"
exonerado,"[(53, 1), (56, 1)]"
multa,"[(53, 1), (61, 1)]"
teólogo,"[(54, 1)]"
boff,"[(54, 1)]"
repudiou,"[(54, 1)]"
visitando,"[(54, 2)]"
achando,"[(54, 2)]"
paranoia,"[(54, 2)]"
paranoico,"[(54, 2)]"
fixa,"[(54, 2)]"
concreta,"[(54, 2)]"
demove,"[(54, 2)]"
ilusão,"[(54, 2)]"
estudioso,"[(54, 1)]"
concedida,"[(54, 1), (56, 1)]"
comentaram,"[(55, 1)]"
toffoli,"[(55, 3)]"
corte,"[(55, 1)]"
adiar,"[(55, 1)]"
julgamento,"[(55, 3), (57, 3), (59, 1)]"
marcado,"[(55, 1)]"
próxima,"[(55, 1), (66, 2)]"
adiado,"[(55, 1)]"
advogados,"[(55, 1), (57, 1)]"
oab,"[(55, 5)]"
autora,"[(55, 2)]"
inconstitucionalidade,"[(55, 1)]"
reinterpretação,"[(55, 1)]"
argumenta,"[(55, 1)]"
diretoria,"[(55, 1)]"
recém,"[(55, 1)]"
eleita,"[(55, 1), (59, 1)]"
analisar,"[(55, 1)]"
adotar,"[(55, 1)]"
acatou,"[(55, 1)]"
anuncia,"[(55, 1)]"
adiamento,"[(55, 4)]"
estimasse,"[(55, 1)]"
julgamentos,"[(55, 2)]"
adiados,"[(55, 1)]"
relatores,"[(55, 1)]"
deverão,"[(55, 1), (67, 1)]"
marcados,"[(55, 1)]"
volte,"[(55, 1)]"
aurélio,"[(55, 2)]"
mello,"[(55, 1)]"
habilitado,"[(55, 1)]"
votar,"[(55, 1)]"
capa,"[(55, 1)]"
conteúdo,"[(55, 1), (56, 1)]"
lewandowski,"[(55, 2)]"
reforçou,"[(55, 1)]"
julgado,"[(55, 2), (57, 1)]"
continuar,"[(55, 1)]"
julgando,"[(55, 1)]"
letra,"[(55, 1)]"
definitiva,"[(55, 1), (62, 1)]"
enfatizou,"[(55, 1)]"
decisões,"[(55, 1), (63, 1)]"
expressamente,"[(55, 1)]"
inciso,"[(55, 1), (61, 1)]"
lvii,"[(55, 1)]"
culpado,"[(55, 1)]"
trânsito,"[(55, 1)]"
sentença,"[(55, 1)]"
condenatória,"[(55, 1)]"
edson,"[(55, 1)]"
fachin,"[(55, 1)]"
julguei,"[(55, 1)]"
adcs,"[(55, 2)]"
adiadas,"[(55, 1)]"
julgadas,"[(55, 1)]"
obstante,"[(55, 1)]"
repercussão,"[(55, 2)]"
firmou,"[(55, 1)]"
entendimento,"[(55, 1), (67, 1)]"
modo,"[(55, 1)]"
serem,"[(55, 1)]"
apreciados,"[(55, 1)]"
compreensão,"[(55, 1)]"
majoritária,"[(55, 1)]"
prender,"[(55, 1)]"
gilmar,"[(55, 1)]"
mendes,"[(55, 1)]"
atendeu,"[(55, 1)]"
especulações,"[(55, 1)]"
avaliou,"[(55, 1), (66, 1)]"
razoável,"[(55, 1)]"
razões,"[(55, 1)]"
decidiu,"[(55, 1)]"
ponderação,"[(55, 1)]"
adiamentos,"[(55, 1)]"
ontem,"[(55, 1)]"
adiada,"[(55, 1)]"
sofrerá,"[(55, 1)]"
efeito,"[(55, 1)]"
objetivo,"[(56, 1), (67, 2)]"
interpretação,"[(56, 2)]"
integrantes,"[(56, 1), (61, 1), (69, 1)]"
ativa,"[(56, 1), (63, 1)]"
narrativa,"[(56, 1), (70, 1)]"
farão,"[(56, 1)]"
paciência,"[(56, 1), (67, 1), (69, 1)]"
fardados,"[(56, 1)]"
compartilham,"[(56, 1)]"
parcela,"[(56, 1)]"
expressiva,"[(56, 1)]"
chamam,"[(56, 1)]"
risco,"[(56, 1), (62, 1), (70, 1)]"
subsequentes,"[(56, 1)]"
inseridos,"[(56, 1)]"
desgastado,"[(56, 1)]"
indicações,"[(56, 1)]"
ministérios,"[(56, 1)]"
polêmica,"[(56, 2)]"
envolveu,"[(56, 1)]"
pesquisas,"[(56, 1)]"
educacionais,"[(56, 1)]"
anísio,"[(56, 1)]"
inep,"[(56, 1)]"
marcus,"[(56, 1)]"
vinicius,"[(56, 1)]"
rodrigues,"[(56, 2)]"
portaria,"[(56, 2)]"
adiava,"[(56, 1)]"
alfabetização,"[(56, 2)]"
revogado,"[(56, 1)]"
dirigente,"[(56, 1)]"
assinou,"[(56, 2)]"
respaldo,"[(56, 1)]"
nadalim,"[(56, 1)]"
globo,"[(56, 1)]"
gerencialmente,"[(56, 1)]"
incompetente,"[(56, 1)]"
controle,"[(56, 1)]"
emocional,"[(56, 1)]"
comandar,"[(56, 1)]"
permissão,"[(56, 1)]"
propagandas,"[(56, 1)]"
erros,"[(56, 1), (63, 1)]"
edital,"[(56, 1)]"
anulado,"[(56, 1)]"
veléz,"[(56, 1)]"
veja,"[(56, 1)]"
canibal,"[(56, 1)]"
rouba,"[(56, 2)]"
hotéis,"[(56, 1)]"
assento,"[(56, 1)]"
salva,"[(56, 1)]"
vidas,"[(56, 1)]"
avião,"[(56, 1)]"
carregar,"[(56, 1)]"
carta,"[(56, 1)]"
enviada,"[(56, 1), (62, 1)]"
diretores,"[(56, 1)]"
escolas,"[(56, 1)]"
filmagem,"[(56, 1)]"
hino,"[(56, 1)]"
proferirem,"[(56, 1)]"
slogan,"[(56, 1)]"
solicitando,"[(57, 1)]"
habeas,"[(57, 2)]"
corpus,"[(57, 2)]"
tríplex,"[(57, 2), (59, 1)]"
breve,"[(57, 1)]"
apreciado,"[(57, 1)]"
visa,"[(57, 1)]"
anular,"[(57, 1)]"
felix,"[(57, 1)]"
fischer,"[(57, 3)]"
rejeitou,"[(57, 1)]"
recurso,"[(57, 2), (65, 1)]"
monocrática,"[(57, 1)]"
argumentando,"[(57, 1), (65, 1)]"
prejudicou,"[(57, 1)]"
anulada,"[(57, 1)]"
refeito,"[(57, 1)]"
formada,"[(57, 1)]"
previsto,"[(57, 1)]"
plenário,"[(57, 1)]"
virtual,"[(57, 2)]"
presencial,"[(57, 2)]"
apresentam,"[(57, 1)]"
eletr,"[(57, 1)]"
nico,"[(57, 1)]"
condenado,"[(57, 1), (73, 1)]"
trf,"[(57, 1)]"
manuela,"[(58, 1)]"
ávila,"[(58, 1)]"
pcdob,"[(58, 1), (66, 1), (73, 1)]"
piadas,"[(58, 2)]"
tchuchuca,"[(58, 1)]"
machista,"[(58, 2)]"
gostaria,"[(58, 1)]"
registrar,"[(58, 1)]"
vinculando,"[(58, 1)]"
meninas,"[(58, 1)]"
tchuchucas,"[(58, 1)]"
graça,"[(58, 1)]"
fracas,"[(58, 1)]"
desgraça,"[(58, 1)]"
alias,"[(58, 1)]"
lutamos,"[(58, 1)]"
bravamente,"[(58, 1)]"
adotadas,"[(58, 1)]"
prejudicam,"[(58, 1)]"
primeiríssimo,"[(58, 1)]"
acabar,"[(58, 1)]"
varonil,"[(58, 1)]"
mulherzinha,"[(58, 1)]"
liberal,"[(58, 1)]"
pinochet,"[(58, 1), (63, 1)]"
talquei,"[(58, 1)]"
candidata,"[(58, 1), (59, 1)]"
instagram,"[(58, 1)]"
patrocínio,"[(58, 1)]"
lutar,"[(58, 1), (63, 1)]"
juntxs,"[(58, 1)]"
aprendendo,"[(58, 1)]"
finalizou,"[(58, 1), (66, 1)]"
shared,"[(58, 1)]"
manueladavila,"[(58, 1)]"
onapr,"[(58, 1)]"
pdt,"[(58, 1), (63, 1), (64, 1), (71, 1), (73, 1)]"
marcia,"[(59, 1)]"
tiburi,"[(59, 12)]"
filósofa,"[(59, 6)]"
feminista,"[(59, 1)]"
detalhou,"[(59, 1)]"
assédio,"[(59, 2)]"
extremistas,"[(59, 1)]"
autoexilar,"[(59, 1)]"
jean,"[(59, 2)]"
jaur,"[(59, 1)]"
parisiense,"[(59, 1)]"
pluralismo,"[(59, 1)]"
democráticos,"[(59, 1)]"
rubens,"[(59, 2)]"
casara,"[(59, 2)]"
doutorado,"[(59, 2)]"
nanterre,"[(59, 1)]"
observatório,"[(59, 1)]"
jacques,"[(59, 1)]"
kourliandsky,"[(59, 1)]"
pesquisador,"[(59, 1)]"
estratégicas,"[(59, 1)]"
iris,"[(59, 1)]"
acaso,"[(59, 1)]"
jornadas,"[(59, 1)]"
polarização,"[(59, 1)]"
rousseff,"[(59, 3), (66, 2)]"
implantado,"[(59, 2)]"
ultraneoliberal,"[(59, 2)]"
estima,"[(59, 1)]"
autocrítica,"[(59, 1)]"
perigo,"[(59, 2)]"
alimentando,"[(59, 1)]"
regiões,"[(59, 1)]"
lisura,"[(59, 1)]"
cuidado,"[(59, 1)]"
evolução,"[(59, 2)]"
apoiar,"[(59, 1), (74, 1)]"
candidatos,"[(59, 1)]"
simplesmente,"[(59, 1)]"
hegemonia,"[(59, 1)]"
partidária,"[(59, 1), (64, 1), (67, 1)]"
justa,"[(59, 1)]"
pobres,"[(59, 1)]"
passam,"[(59, 1)]"
fome,"[(59, 1)]"
necessidade,"[(59, 1)]"
canalhas,"[(59, 1)]"
mafiosos,"[(59, 1)]"
orquestraram,"[(59, 1)]"
destruição,"[(59, 1), (66, 2)]"
velhos,"[(59, 1), (63, 1)]"
príncipes,"[(59, 1)]"
figuras,"[(59, 1)]"
dignidade,"[(59, 1)]"
recomenda,"[(59, 1)]"
jogos,"[(59, 2)]"
cena,"[(59, 2)]"
pedirá,"[(59, 1)]"
querendo,"[(59, 1)]"
desejou,"[(59, 1)]"
lastima,"[(59, 1)]"
exceção,"[(59, 1)]"
governado,"[(59, 1)]"
figura,"[(59, 2)]"
patética,"[(59, 1)]"
irá,"[(59, 1)]"
duvido,"[(59, 1)]"
sofra,"[(59, 1)]"
jogo,"[(59, 1)]"
cumprido,"[(59, 1)]"
interessante,"[(59, 1)]"
entrarem,"[(59, 1)]"
envolvendo,"[(59, 1)]"
claras,"[(59, 1)]"
manobras,"[(59, 2)]"
polarizada,"[(59, 1)]"
insiste,"[(59, 1)]"
intencionalmente,"[(59, 1)]"
assediada,"[(59, 1)]"
mbl,"[(59, 3)]"
título,"[(59, 1)]"
provocativo,"[(59, 1)]"
cotidiana,"[(59, 1)]"
alertar,"[(59, 2)]"
afiliada,"[(59, 1)]"
divergências,"[(59, 1)]"
prendendo,"[(59, 1)]"
